,ticker_id,marketcap
227,IWB.US,31669094000.0
228,REXR.US,10537462848.0
229,WAB.US,17600407635.0
231,VBR.US,27000336246.0
232,ESS.US,22401278795.0
233,FIS.US,70206725871.0
234,BLDR.US,12876533157.0
235,CERN.US,21957844579.0
236,INTC.US,205505510000.0
237,MFC.US,38050627254.0
238,IWD.US,57639168000.0
239,SKM.US,19164395031.0
240,FNF.US,14217171854.0
241,IWF.US,79227004500.0
242,IEF.US,15343146000.0
243,DFS.US,34729476849.0
245,TWTR.US,41563720991.0
246,RF.US,22993176867.0
248,QQQ.US,207849970000.0
249,ESTC.US,16041316050.0
250,SYNH.US,10357799474.0
251,IEFA.US,105483554000.0
253,AVTR.US,23482213533.0
254,CLR.US,16864245764.0
255,KKR.US,45689220707.0
257,IWM.US,74634656500.0
258,WAL.US,12274957079.0
259,SCHM.US,10437745500.0
260,FISV.US,65970374246.0
263,AON.US,65936675820.0
264,JNJ.US,429271261765.0
265,TIF.US,15959497771.0
266,VCIT.US,46251980118.0
267,IWN.US,17240142000.0
270,INTU.US,166309684295.0
271,MPC.US,40628786946.0
272,COF.US,66886506415.0
273,IWO.US,12931481000.0
274,KL.US,11170239564.0
276,IEI.US,10696344000.0
277,WAT.US,21393212285.0
278,MPLX.US,31768752324.0
279,FITB.US,30290447770.0
280,TXN.US,174177012464.0
281,BLK.US,146691226111.0
282,IWP.US,16973061000.0
283,KLAC.US,62588113490.0
284,AOS.US,12863677540.0
285,JNPR.US,10304989471.0
287,SCHP.US,21585788000.0
288,IWR.US,31552569000.0
289,NWS.US,14421360370.0
290,FITBI.US,30446861474.0
291,SYY.US,41192069980.0
292,ET.US,25155289996.0
293,TXT.US,16944086431.0
294,AVY.US,18368200089.0
295,MPW.US,12765851000.0
296,IWS.US,15041488000.0
297,NWSA.US,14421360370.0
298,BLL.US,29554966409.0
299,RS.US,10410764104.0
300,VCSH.US,42110563449.0
301,MPWR.US,25562716870.0
303,T.US,177928800000.0
304,IWV.US,12751802000.0
305,ETFC.US,10891188960.0
306,GSK.US,108746711933.0
307,WY.US,27572346450.0
308,WBA.US,43228681159.0
309,INVH.US,24360097273.0
310,SCHV.US,10254468000.0
312,RSP.US,31356388900.0
313,CSX.US,79177896359.0
314,CF.US,12733918046.0
315,DTW.US,22110094238.0
316,FIVE.US,11603233559.0
317,SLB.US,45978296169.0
318,ACM.US,10177967371.0
319,SCHW.US,152957106790.0
320,APA.US,11302844016.0
321,QRVO.US,17345857963.0
322,WYNN.US,11210894670.0
323,QSR.US,17946489500.0
324,NFLX.US,290515561361.0
325,FIVN.US,10015490807.0
326,IX.US,25758204232.0
327,TYL.US,22285386290.0
328,BCS.US,44344264343.0
329,ACN.US,240504567168.0
330,WBK.US,62622862163.0
331,TJX.US,82037224019.0
332,SCHX.US,34877128000.0
333,HOLX.US,18405719315.0
334,KMB.US,45126775082.0
335,AWK.US,30799694326.0
336,APD.US,68470302985.0
337,PANW.US,49782158896.0
338,GSLC.US,14645270000.0
339,SCI.US,11167431640.0
340,IEP.US,15911163417.0
341,SLF.US,33268440267.0
342,VEA.US,107390384063.0
343,DUK.US,78226246965.0
344,ETN.US,67730112000.0
345,CTAS.US,44877874740.0
346,FCAU.US,26667904454.0
347,TAK.US,44904326660.0
348,FNV.US,27326196036.0
350,CLX.US,20387847390.0
351,RTN.US,32561664000.0
353,DUKB.US,78226246965.0
354,NXPI.US,58265974856.0
355,APH.US,49528660905.0
356,KMI.US,38054884182.0
358,HON.US,152148361705.0
359,DUKH.US,75748979899.0
360,VEDL.US,15537881955.0
361,CM.US,53498484428.0
362,CMA.US,11677477043.0
363,VEEV.US,43390768656.0
367,WCN.US,35020038130.0
368,ETR.US,20949512567.0
369,IXUS.US,32032076000.0
371,IEX.US,17759436602.0
372,VER.US,11490936644.0
373,PSX.US,34114868259.0
374,CONE.US,10418228326.0
375,IP.US,19421247925.0
377,UA.US,10574443542.0
378,WDAY.US,56390840000.0
379,ETSY.US,32925156436.0
380,DVA.US,10814647000.0
382,KMX.US,24341299683.0
383,APO.US,18473734791.0
384,CTL.US,12072940000.0
385,COO.US,21914452104.0
386,QUAL.US,24854920000.0
387,WDC.US,18329660213.0
388,XEL.US,34205898695.0
389,AKAM.US,17470013641.0
390,IFF.US,35765692500.0
391,CTLT.US,21638168509.0
392,MRK.US,212229809503.0
393,UAL.US,16614284284.0
394,RUN.US,11571370269.0
396,COP.US,95148826985.0
397,HPE.US,20850317223.0
398,PTC.US,14783061751.0
399,CMCSA.US,244661625432.0
400,PAYC.US,29293199930.0
401,TLK.US,25270771455.0
402,KNAB.US,49220576855.0
403,DHI.US,33210817884.0
404,JPM.US,495332144484.0
405,MRNA.US,95660139481.0
406,PAYX.US,44496896946.0
407,WEC.US,28086290640.0
409,BDX.US,69991118768.0
410,CTRA.US,17557005450.0
411,TBB.US,179214000000.0
412,BMO.US,72098379461.0
413,DHR.US,217617239381.0
415,DVN.US,29503660000.0
416,HPQ.US,36523318807.0
417,PBA.US,18598159461.0
418,MRO.US,13457968250.0
419,ACWI.US,17422856000.0
420,VEU.US,35719427174.0
421,RH.US,13606816525.0
422,WELL.US,35748816095.0
423,VFC.US,29745401610.0
424,UBER.US,87816156169.0
425,TBC.US,179214000000.0
426,CME.US,79969241564.0
427,AXP.US,144030716679.0
428,TLT.US,15198740000.0
429,BMRN.US,15407160981.0
430,DVY.US,18859338000.0
431,RHI.US,13091318688.0
432,VFH.US,11698271590.0
433,SLV.US,13156327500.0
435,TM.US,292495095183.0
437,CTSH.US,42582158075.0
438,MRVL.US,60465995680.0
439,BMY.US,131380783703.0
440,DIA.US,30440907000.0
441,APTV.US,47348089924.0
442,FCX.US,60060566804.0
443,COST.US,226293319518.0
444,ADBE.US,306406188000.0
445,FOX.US,23120631662.0
446,BEN.US,17841266448.0
447,CMI.US,33798425682.0
448,BND.US,82313951865.0
449,MS.US,177431454012.0
450,KO.US,245083904191.0
451,BEP.US,10895860225.0
452,FOXA.US,23120631662.0
453,XLC.US,15347345000.0
454,ALB.US,31870008256.0
455,UBS.US,67161953129.0
456,SCZ.US,15630760000.0
457,BNDX.US,45595565485.0
458,COUP.US,15922775515.0
460,CTVA.US,34696068400.0
461,J.US,18843463975.0
462,O.US,29010358685.0
463,RACE.US,47683430409.0
464,ALC.US,42418959000.0
465,XLE.US,27648448200.0
466,TME.US,13084782797.0
467,ADI.US,67420045837.0
468,WFC.US,207743307853.0
469,HRC.US,10205517499.0
470,NICE.US,18250302236.0
471,XLF.US,45518748000.0
472,HRL.US,23514414269.0
473,JPST.US,18401796000.0
474,XLI.US,18078852700.0
475,TMO.US,248833485979.0
476,ADM.US,37001444936.0
477,BNKD.US,71690092009.0
478,MHK.US,11751566716.0
479,XLK.US,49457350800.0
480,CP.US,51276853083.0
481,BNKO.US,49220576855.0
482,CTXS.US,11081501714.0
483,PTON.US,15247839708.0
485,XLNX.US,51752473044.0
486,DIS.US,321395180858.0
487,CHD.US,22044155966.0
488,BNKU.US,71690092009.0
489,MSCI.US,52872253221.0
490,XLP.US,11977110000.0
491,TMUS.US,147975371581.0
493,DISCA.US,13235795964.0
494,GD.US,55590473225.0
495,BNKZ.US,49220576855.0
496,DISCB.US,13235795964.0
497,AZN.US,194940773673.0
499,NIO.US,65786016179.0
500,UDR.US,17274242995.0
501,DISCK.US,13235795964.0
502,XLRN.US,10603197112.0
503,AZO.US,39564237818.0
504,CPB.US,12365298695.0
505,HSBC.US,119717402914.0
506,GDDY.US,12096541166.0
507,DISH.US,19914094677.0
509,CUBE.US,10800753828.0
510,MSFT.US,2495877938999.0
511,XLU.US,12238745400.0
512,AZPN.US,10189039892.0
513,PBR.US,62358794550.0
514,XLV.US,32161420200.0
515,BNS.US,79811215135.0
516,MIDD.US,10343727778.0
517,NJDCY.US,59627676408.0
518,VHT.US,16719645269.0
519,ADP.US,96307322799.0
520,IQV.US,48397444079.0
521,FDN.US,11093077996.0
522,XLY.US,23639994000.0
524,JBHT.US,20626828863.0
525,IR.US,24053862586.0
526,MSI.US,41897679024.0
527,TCOM.US,19722901387.0
528,PUK.US,54859225144.0
529,VIACA.US,23634487009.0
530,HSIC.US,11107820401.0
531,WHR.US,14108286375.0
532,BNTX.US,58834613283.0
533,BA.US,128929455761.0
534,RIO.US,98816660060.0
535,DXCM.US,61777135251.0
536,FDS.US,17194914478.0
538,NKE.US,262114517772.0
539,VICI.US,18704855021.0
540,XOM.US,272260683416.0
541,BABA.US,431456592035.0
542,KR.US,31433598930.0
543,BAC.US,388662150680.0
544,HST.US,13115692883.0
545,ALL.US,33586964964.0
546,CPL.US,10001530000.0
548,ADSK.US,71497561918.0
550,GDS.US,10937124317.0
551,IRM.US,13797033580.0
552,RJF.US,13822106191.0
553,PCAR.US,31225128431.0
554,MT.US,30437618639.0
555,HSY.US,37122125700.0
556,RBS.US,18705315000.0
557,XP.US,13214219175.0
558,JCI.US,53153295330.0
559,MTB.US,20489156758.0
560,TD.US,134349415233.0
561,NLOK.US,14398019432.0
562,MINT.US,14105408000.0
564,ALLE.US,11786971860.0
565,FRC.US,37859489100.0
566,CPRT.US,36089910468.0
567,FDX.US,66675507555.0
568,ODFL.US,40181453162.0
569,BAH.US,11883328220.0
570,FE.US,21270474514.0
571,SDY.US,20239377000.0
572,WIT.US,48998523621.0
573,GDX.US,13869706875.0
574,RY.US,150679214400.0
576,GWRE.US,10419435566.0
577,MTCH.US,42392025472.0
578,ARE.US,31857570456.0
579,SE.US,145518780000.0
580,TOT.US,127021253453.0
581,XRAY.US,12200458121.0
582,WIX.US,11105822191.0
583,MTD.US,35103765380.0
584,BAM.US,99076378900.0
585,ALLY.US,17491957560.0
586,GE.US,117500672696.0
587,K.US,21325387362.0
588,CVE.US,25340306595.0
589,NLY.US,12456536710.0
590,ARES.US,14419793793.0
591,UHAL.US,14887213039.0
592,AEB.US,10673054147.0
593,JD.US,130946999347.0
594,VIV.US,15286503704.0
595,ALNY.US,20696983680.0
596,UHS.US,11037098496.0
597,RCI.US,19042809423.0
599,AEE.US,21986082351.0
600,CPT.US,17002561973.0
601,UI.US,19291891629.0
603,PWR.US,16362018123.0
604,MKC.US,21727907912.0
605,CHKP.US,16137296084.0
606,CQP.US,20740497946.0
608,ARKK.US,21620872000.0
611,RCL.US,24630534509.0
612,WLK.US,12676104170.0
613,E.US,52713796678.0
614,PXD.US,45205611039.0
615,JEF.US,10583685479.0
616,MTN.US,14246550039.0
617,MKL.US,17746443156.0
618,UL.US,135089327579.0
619,WLTW.US,28696784139.0
620,BHC.US,10027909783.0
621,BP.US,91123629314.0
622,VLO.US,31570286190.0
623,EA.US,39719082803.0
624,TPL.US,10593390047.0
625,WM.US,66884602321.0
626,HTHT.US,15438845741.0
627,PCRFY.US,19949180770.0
628,MKTX.US,14553495574.0
629,EW.US,71367676238.0
630,TPR.US,11859233054.0
631,VMBS.US,15169729166.0
632,VMC.US,26012901420.0
633,ULTA.US,21502222383.0
634,TDOC.US,23411073305.0
635,WMB.US,34701251059.0
636,EWBC.US,11864885323.0
637,UMC.US,28327446670.0
638,CVNA.US,13941252000.0
639,AEM.US,13939689393.0
641,FRT.US,10308944638.0
642,XYL.US,23498186194.0
643,PCTY.US,15405739160.0
644,KB.US,19576236874.0
645,KSU.US,28087481437.0
646,CVS.US,123795100853.0
647,CHRW.US,12069335847.0
648,VMW.US,13849805459.0
649,DLR.US,43609618364.0
650,BAP.US,12051678058.0
651,BPR.US,11574640603.0
652,BPRAP.US,17777115089.0
653,TQQQ.US,18974800000.0
654,MLM.US,25826102874.0
655,WMT.US,414091925676.0
656,HUBS.US,37916152347.0
657,RMD.US,36911671869.0
658,TDY.US,20694369867.0
659,CVX.US,220064624513.0
660,AEP.US,42830538612.0
661,HUM.US,58281303568.0
662,EBAY.US,47649090507.0
664,UN.US,10908694500.0
665,SNA.US,11824970224.0
666,TEAM.US,110424603028.0
667,NMR.US,14195339818.0
668,VNQ.US,45756041257.0
669,PDD.US,107962299242.0
670,AMAT.US,138960696150.0
671,IJH.US,68878329000.0
672,TECH.US,19908172266.0
673,SNAP.US,79401390604.0
674,PYPL.US,265298758827.0
675,DLTR.US,25545489967.0
676,BR.US,20262433999.0
677,CHT.US,31239237257.0
678,TREX.US,13179289193.0
679,VO.US,55630564744.0
680,MTUM.US,17464962000.0
681,TEF.US,24581913291.0
682,CHTR.US,124465655787.0
683,CHU.US,18450668983.0
684,TEL.US,53264128937.0
686,CHWY.US,28398790000.0
687,BIDU.US,58256658000.0
688,EWJ.US,13065852000.0
689,VOD.US,42402360914.0
690,CRH.US,38313953248.0
691,UNH.US,430793343238.0
692,EBR.US,10449792144.0
693,VOE.US,15421121423.0
694,UNP.US,154650178392.0
695,IJR.US,76426927500.0
696,AES.US,16661178587.0
697,CI.US,70965315183.0
698,MU.US,83393399668.0
699,FSLR.US,12365998016.0
700,AMC.US,21405871008.0
701,SNE.US,133684841374.0
702,MLPY.US,174820934453.0
703,TRI.US,57908244174.0
704,VOO.US,269393207494.0
705,TER.US,23343851531.0
706,PEAK.US,18425488582.0
707,CRL.US,18935756437.0
708,YNDX.US,28153497000.0
709,EC.US,30611379204.0
710,MUB.US,24230668000.0
711,CRM.US,296617420000.0
712,OKE.US,28861023418.0
713,UPS.US,184367876000.0
714,SNN.US,16332807589.0
715,BIIB.US,39157190238.0
716,VOT.US,12497650043.0
717,GWW.US,24967129977.0
718,TRMB.US,21682104642.0
719,BIL.US,13038429600.0
720,AMCR.US,18949967579.0
721,BSBR.US,23957809740.0
722,SNP.US,12312785468.0
723,AMD.US,176323202535.0
725,L.US,14602074755.0
726,SNPS.US,51905837351.0
728,SAN.US,63986966404.0
729,BILI.US,29302760393.0
731,BILL.US,34270397076.0
732,MMC.US,83267343926.0
734,ILMN.US,59874138000.0
735,YUM.US,36471620675.0
736,BIO.US,22339896067.0
737,SPDW.US,12485550000.0
738,YUMC.US,23576948768.0
739,AME.US,32089427028.0
740,BRKR.US,12330782837.0
744,NOC.US,57064039221.0
745,SNX.US,10891168620.0
746,SNY.US,130259943847.0
747,SO.US,66811908863.0
749,TROW.US,48112520210.0
750,URI.US,27687251666.0
751,TRP.US,50382897622.0
752,Z.US,15810204368.0
753,BRO.US,17987765376.0
754,SAP.US,178022208590.0
755,GH.US,11162100337.0
756,MMM.US,104276399573.0
758,FTCH.US,12936352757.0
759,VRSK.US,34583619461.0
760,MMP.US,10418262067.0
761,VRSN.US,25896826569.0
762,AMH.US,12846442888.0
763,ECL.US,66105346379.0
764,AFL.US,37263884576.0
765,OMC.US,14624026314.0
766,NOK.US,32406883218.0
767,LAMR.US,10548556493.0
768,AMJ.US,496632461551.0
769,PEN.US,10656214129.0
770,PENN.US,10469209838.0
771,CXO.US,12877584384.0
772,PEP.US,224943807297.0
773,ZBH.US,29593908413.0
774,LKQ.US,16696614962.0
775,HAL.US,21122644867.0
776,DOCU.US,50074645047.0
777,ASML.US,344464415321.0
778,NOW.US,135170750000.0
779,EXAS.US,17349058898.0
780,VRTX.US,47257807716.0
781,SOJC.US,66811908863.0
782,EXC.US,52939860212.0
783,ZBRA.US,31266478724.0
784,EIX.US,24320092376.0
785,AMOV.US,41346818063.0
786,ED.US,27637991204.0
788,GIB.US,19900922041.0
789,ZEN.US,12104529658.0
790,AMP.US,34250591882.0
791,LB.US,21957908112.0
793,HAS.US,13549145107.0
794,USB.US,90124442930.0
795,FTNT.US,55723219038.0
796,LLY.US,251229860174.0
797,TRU.US,21777256000.0
798,EL.US,124541069625.0
799,IMMU.US,20309454020.0
800,HZNP.US,25102281619.0
801,ELAN.US,16125221699.0
802,ON.US,25074518779.0
803,IMO.US,23491648671.0
804,DOV.US,24642973361.0
806,TRV.US,38827551069.0
807,LBRDA.US,29342450059.0
808,DOW.US,44140188108.0
809,ZION.US,10309377577.0
810,EXPD.US,21265276247.0
811,LBRDK.US,29342450059.0
812,PFE.US,281343621704.0
814,EXPE.US,26468636080.0
815,HBAN.US,23548389134.0
816,PFF.US,20615371000.0
817,LBTYA.US,15414979396.0
818,GILD.US,84583080888.0
820,LBTYB.US,15414979396.0
821,LBTYK.US,15414979396.0
822,TS.US,14585532535.0
824,FTV.US,27832797348.0
825,GIS.US,38098055231.0
826,ELS.US,15593969420.0
830,IAU.US,28983744000.0
832,ZM.US,70815335181.0
833,PFH.US,42815120000.0
834,TSCO.US,24883356834.0
836,SPLK.US,26459586910.0
837,LMT.US,92633907332.0
838,USMV.US,29144166000.0
839,ATH.US,16747462887.0
840,IBB.US,10028466000.0
841,LNC.US,13094151460.0
842,CZR.US,22725985831.0
843,HCA.US,75886452972.0
844,EMB.US,19881108000.0
845,SHOP.US,184148038660.0
847,TSLA.US,1068045712751.0
848,ZS.US,47672457791.0
849,D.US,61873534906.0
850,LDOS.US,13288733620.0
851,SHV.US,13457228000.0
852,ZTO.US,18047059382.0
853,LNT.US,14119548236.0
854,SHW.US,85475959896.0
855,SHY.US,19872289000.0
856,ZTS.US,102540559402.0
857,DAL.US,27808600392.0
858,SPOT.US,50073650000.0
859,BSV.US,42036857631.0
860,NSC.US,70076999143.0
861,EEM.US,30017340000.0
862,LEA.US,10600420711.0
863,BSX.US,59792684335.0
864,DAR.US,13743518701.0
865,GLD.US,57117192000.0
867,ATO.US,12159621885.0
869,BTI.US,80656161370.0
870,DB.US,26599370196.0
871,HD.US,387981517410.0
872,EFA.US,59015796000.0
873,NTAP.US,20558252948.0
874,HDB.US,131676998725.0
875,LOW.US,160865962541.0
876,BUD.US,122729527119.0
877,EMN.US,15486175738.0
878,SPY.US,427219709900.0
880,LEN.US,32219723761.0
881,IBM.US,107800415180.0
882,GLOB.US,13248393599.0
883,EMR.US,58542554000.0
884,NTES.US,73989039363.0
885,SQ.US,100886500000.0
886,ORAN.US,29624977240.0
888,LPLA.US,13177829753.0
889,BURL.US,18003598114.0
890,PH.US,41877459689.0
891,ORCL.US,257498353160.0
892,ENB.US,87717436648.0
893,LQD.US,38278237000.0
894,ENBA.US,87717436648.0
895,GLPI.US,11624383537.0
896,LFC.US,12724409250.0
897,IBN.US,71443840869.0
899,EFV.US,15729000000.0
900,LRCX.US,86408160349.0
901,ORLY.US,43465129476.0
902,NTR.US,38240258985.0
903,EFX.US,33627278682.0
904,SRE.US,40666462953.0
905,NTRA.US,10876023324.0
906,BWA.US,11245272798.0
907,SREA.US,40666462953.0
908,HEI.US,18983479385.0
909,NTRS.US,25870438151.0
910,PHM.US,12836513317.0
911,GLW.US,32651407641.0
912,LSCC.US,11231794030.0
913,ENPH.US,33794219100.0
914,LSI.US,10679340209.0
915,GM.US,89754003375.0
916,ICE.US,75496181024.0
917,GMAB.US,30786584341.0
918,GME.US,15628742463.0
919,HES.US,25186991020.0
920,LSXMB.US,33046100513.0
921,LH.US,27454416000.0
922,BX.US,97068724613.0
923,NUAN.US,17289261532.0
925,LHX.US,42969453202.0
926,LII.US,11393639714.0
927,BXP.US,18465222850.0
928,LIN.US,172044121007.0
929,SSNC.US,20028797330.0
931,GNAF.US,71690092009.0
932,LULU.US,56448569637.0
933,PINS.US,28567196140.0
934,OTEX.US,14077152529.0
935,LUV.US,29051429036.0
937,EPAM.US,39927874948.0
938,C.US,139584695553.0
940,EPD.US,49948954716.0
941,LVS.US,30177595204.0
942,CABO.US,10669323003.0
943,GNRC.US,28392380549.0
944,CAE.US,10561703785.0
945,LYB.US,31511311657.0
947,LYFT.US,17662328421.0
949,PKI.US,22592358372.0
951,CAH.US,14082855443.0
952,LYV.US,27812907629.0
953,CAJ.US,30196404825.0
954,PKX.US,20938790294.0
955,STE.US,23157325423.0
956,MA.US,345378422848.0
957,MAA.US,23429497347.0
958,EQH.US,14509689724.0
959,EQIX.US,70177481857.0
962,EQNR.US,85123379784.0
963,PLD.US,110093183570.0
964,EQR.US,32255145254.0
965,STLD.US,13147393723.0
966,GOVT.US,15761702000.0
967,STM.US,45992375751.0
968,MANH.US,10993320550.0
969,GPC.US,19420629557.0
970,CAR.US,16790894470.0
971,MAR.US,54587744391.0
973,MAS.US,15763170298.0
974,MASI.US,15480296077.0
975,GPN.US,37333729299.0
976,PM.US,147898629600.0
977,MBB.US,25972826000.0
978,CAT.US,112802551848.0
979,STT.US,33828186667.0
980,STX.US,21540027679.0
981,CB.US,83176141168.0
982,PNC.US,86894949919.0
983,MCD.US,186930916018.0
984,PNR.US,12266900374.0
985,MCHP.US,23501685065.0
986,MCK.US,34026747515.0
987,CBOE.US,13778272628.0
988,MCO.US,71655155000.0
989,PODD.US,21213151652.0
990,CBRE.US,35702154585.0
991,POOL.US,22205528896.0
992,CCC.US,17536387216.0
994,CCEP.US,25123175710.0
995,PPL.US,22103079294.0
996,CCI.US,78081838784.0
997,CCJ.US,10958398338.0
998,CCK.US,13854479706.0
999,CCL.US,25413850168.0
1001,SPYV.US,13431224000.0
1002,TIP.US,36631775000.0
1003,VLUE.US,15857616000.0
1004,VV.US,27523905709.0
1005,VXF.US,18857948897.0
1044,ZIONO.US,10140397037.0
1045,ZIONP.US,10140397037.0
1053,MJJ.US,71690092009.0
1054,MJO.US,71690092009.0
1064,VRT.US,10379858833.0
1065,TFII.US,10385894197.0
1066,GOLD.US,34857543521.0
1067,VIAC.US,23634487009.0
1068,NWL.US,10349982000.0
1069,FTS.US,21270717649.0
1070,AAXN.US,10820005633.0
1071,ENIA.US,13088367223.0
1072,IAC.US,12113715295.0
1073,LSXMA.US,33046100513.0
1074,OKTA.US,37720168528.0
